transaction_id,customer_id,age,personal_income,family_income,credit_score,loan_amount,has_loan,owns_home,transaction_amount,account_age_days,num_prev_transactions,avg_transaction_value,internet_usage_hrs,mobile_usage_hrs,is_fraud,fraud_amount,gender_Female,gender_Male,education_Bachelor,education_High School,education_Master,education_Other,education_PhD,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Widowed,region_East,region_North,region_South,region_West,Age Group_18–26,Age Group_26–34,Age Group_34–42,Age Group_42–50,Age Group_50–58,Age Group_58–66,Age Group_66–74,Age Group_74–82,Age Group_82–90,transaction_type_ATM,transaction_type_In-Store,transaction_type_Online,transaction_type_Transfer,device_type_ATM,device_type_Desktop,device_type_Mobile,device_type_POS
109,8109,53.9,83778.27,106381.43,656,7036.95,0,0,4926.5,2182,59,3422.28,4.6,3.5,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
110,7949,48.9,74166.08,125820.56,633,1606.58,0,0,817.16,1758,297,8747.31,1.9,7.0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
111,8257,21.2,67028.96,78181.36,574,3723.87,0,0,6084.14,2054,158,5643.03,2.9,6.4,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
112,7430,49.6,81403.0,123601.08,656,2715.12,1,1,1523.09,359,57,5169.28,2.7,3.7,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
113,2342,50.9,59469.57,85285.13,671,2631.44,0,0,1996.87,2516,48,7272.51,5.1,5.1,1,1009.99,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
114,7677,86.9,42362.51,68166.1,551,14619.54,0,1,1565.88,1185,56,5802.54,5.1,5.7,0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
115,4147,47.1,56738.66,98594.24,677,5643.21,0,1,277.1,1920,65,1633.53,5.4,3.2,0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
116,4484,54.5,45101.95,80202.72,638,8867.69,0,0,942.64,4507,268,6745.23,4.6,1.1,1,692.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
117,4313,49.5,46496.43,85055.63,497,91137.76,1,0,208.82,2215,69,1343.35,0.5,6.3,1,116.59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
118,7811,32.5,57109.63,101632.4,581,23060.16,0,1,1950.78,4968,216,8060.52,0.5,3.4,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
119,8291,67.1,44151.6,69181.98,617,59511.01,1,1,1184.34,2347,89,9897.47,3.7,6.1,1,607.24,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
120,5378,61.3,53840.77,74657.22,801,3076.0,0,0,3010.02,3651,281,3780.1,4.2,5.8,0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
121,6882,61.9,22127.71,35850.45,695,9629.85,1,0,498.13,4521,257,4453.11,6.5,5.1,1,471.42,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
122,5576,36.4,64265.87,81884.72,543,16181.57,0,1,359.61,2541,160,473.87,4.2,3.9,1,338.91,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
123,1773,71.0,60024.11,134260.53,689,1597.28,1,1,1042.87,479,234,147.19,2.0,3.4,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
124,1060,29.0,43658.23,92328.42,526,83.92,0,0,5223.26,1384,131,9214.98,5.3,2.2,0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
125,6249,58.8,73184.91,82918.8,737,22199.59,0,1,2478.66,1323,49,1294.95,4.0,3.5,1,1873.91,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
126,8633,82.9,78751.4,88914.53,612,20534.37,0,0,1085.75,2495,147,4463.33,3.2,6.4,1,617.2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
127,9413,35.1,27848.8,65076.79,643,10579.41,0,0,1456.6,3132,2,8155.39,0.8,8.5,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
128,6366,41.5,44745.5,82954.48,756,13452.94,1,0,175.94,1879,145,8894.29,4.2,8.1,1,104.49,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
129,8197,51.5,44617.15,82850.41,547,10738.02,0,0,8343.65,3205,61,5198.78,4.5,5.4,1,7597.73,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
130,5044,42.4,41201.94,67377.6,538,485.96,0,0,2195.67,4311,273,5654.67,2.0,8.5,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
131,3203,26.7,76589.5,104707.68,603,8170.54,1,0,672.08,3229,49,6700.14,5.5,4.2,1,516.46,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
132,6879,51.0,56123.48,91041.67,733,3897.98,0,0,1762.85,1263,131,9614.21,5.3,1.8,1,1522.9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
133,7401,34.1,54709.7,85998.1,528,2072.22,1,0,231.9,1467,43,6030.67,4.1,9.8,0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
134,4091,57.1,19922.75,19922.75,423,62801.49,1,0,6753.2,3382,57,5599.16,4.0,6.3,1,5431.38,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
135,9128,36.2,72708.36,99261.37,614,18293.83,0,1,384.22,4060,50,155.2,5.9,1.2,1,327.13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
136,9774,73.2,35214.83,52443.74,694,26087.38,1,0,2088.42,282,178,818.69,4.7,8.9,1,1517.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
137,7183,38.3,61198.65,93826.82,746,7577.35,0,0,563.28,48,293,5775.94,2.6,3.1,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
138,6721,45.2,65547.54,140326.42,613,9989.38,0,1,2528.59,2789,46,9363.04,3.6,3.7,0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
139,6806,62.2,87213.17,122725.4,617,5407.95,0,1,2999.57,252,170,8668.25,5.1,7.6,1,2613.98,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
140,2243,31.5,33823.59,59120.65,742,2039.89,0,0,2238.16,32,271,9825.96,0.5,8.4,1,2126.09,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
141,7966,53.4,15000.0,58827.02,500,3945.41,1,1,1906.43,1289,139,5283.06,2.1,2.5,1,1733.32,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
142,5845,69.6,63676.99,100917.31,619,31941.7,1,1,4459.95,4979,247,7881.43,5.4,8.7,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
143,6610,25.9,96010.22,132311.64,665,22635.88,0,1,163.78,4353,148,8405.6,6.4,7.2,0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
144,1417,52.8,84778.93,123881.69,686,15834.12,0,0,803.69,4624,230,6483.84,6.0,3.0,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
145,8536,53.9,64193.19,125041.34,609,12890.56,1,1,570.8,2598,280,3394.11,5.8,4.4,1,381.58,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
146,7445,61.7,50167.28,63203.95,653,51132.59,0,0,8848.03,1915,125,4705.08,4.3,8.8,1,4994.73,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
147,4503,31.4,76142.45,113246.93,451,1510.32,0,1,986.59,1329,192,8580.59,1.9,1.1,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
148,9460,30.2,40529.08,56633.36,597,6586.78,0,1,2638.11,2368,80,2992.49,3.6,8.5,1,2154.06,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
149,5895,57.8,69527.16,107859.85,686,8613.75,1,0,2308.62,1106,94,9238.19,0.5,7.1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
150,2724,54.5,70109.4,86329.11,571,30504.31,0,1,476.72,3788,226,2305.77,6.6,6.3,1,300.15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
151,5143,53.8,81204.2,104943.7,655,97896.07,1,0,546.24,3211,65,7497.67,2.4,5.3,1,521.34,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
152,6458,55.2,115193.2,140766.85,686,5506.39,1,1,660.58,4840,88,6309.29,2.9,9.9,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
153,8496,39.8,67848.32,112485.57,623,41478.31,0,0,1059.09,977,88,7498.5,6.1,10.3,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
154,6741,53.5,49820.73,93597.54,664,35512.54,0,0,534.0,3768,201,4379.1,0.8,3.5,0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
155,4960,54.4,59488.51,70802.75,573,5089.01,1,0,39.69,2761,214,9327.08,1.6,6.5,1,35.07,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
156,2331,39.3,24618.48,55442.49,633,10194.28,0,1,4230.44,4037,204,6328.4,4.5,9.7,1,2995.4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
157,6926,78.0,46105.74,65462.04,699,10541.57,1,0,6739.97,899,89,2890.08,5.0,3.0,1,3426.97,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
158,3783,57.1,51814.35,62936.78,663,76535.88,1,0,835.8,123,61,6388.17,3.9,5.6,1,676.18,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
159,2983,32.1,49518.23,76262.98,603,3990.78,1,0,826.51,3017,271,2875.29,3.9,7.5,1,439.33,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
160,8380,59.8,63047.1,88419.86,668,32104.73,1,1,14.23,4685,94,2943.39,6.5,0.5,1,7.88,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
161,4622,35.4,43551.6,109952.35,707,8135.1,1,1,2280.44,1805,27,4001.99,5.3,7.1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
162,3696,61.8,82420.61,118915.01,486,26251.24,1,0,3490.97,2290,214,8525.78,5.0,2.3,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
163,4900,67.4,60004.14,69339.88,743,10894.92,0,0,317.07,465,74,5007.98,5.6,5.5,1,213.71,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
164,8866,37.7,59813.99,81342.38,623,17272.06,0,0,347.91,4977,61,6792.22,3.4,7.9,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
165,4595,64.5,53442.11,98762.86,684,35748.79,0,0,3122.09,4330,186,3925.76,8.3,0.5,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
166,1134,56.2,63103.81,124430.46,746,32609.71,1,0,1915.74,3174,31,2643.42,0.5,7.0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
167,8284,62.3,76501.97,82712.22,540,40261.57,0,1,91.8,3617,219,9546.86,6.9,10.1,0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
168,4827,78.5,42657.4,44458.53,593,1229.37,1,0,1948.62,106,12,6039.78,5.8,3.7,1,1232.99,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
169,2056,46.3,46837.67,104902.15,627,23556.39,0,0,738.99,845,32,9340.17,4.5,6.4,1,481.3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
170,8915,38.7,53925.48,89769.69,587,3016.16,1,0,920.03,797,160,2042.1,4.2,8.3,1,583.66,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
171,2859,36.7,33082.58,50058.19,789,10750.87,0,1,2937.02,3715,237,1477.47,3.7,1.0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
172,6672,37.8,43614.84,81634.28,581,15907.52,1,1,3331.33,135,227,8559.67,6.2,6.9,1,2676.49,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
173,1116,48.8,50475.58,50475.58,606,10308.04,0,1,1022.84,3946,181,6812.36,3.9,7.6,0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
174,4915,55.1,77487.78,107538.42,666,14663.21,0,0,5880.71,2903,46,1873.92,2.5,6.6,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
175,1496,54.2,65251.23,100168.54,554,113250.75,0,0,1043.31,3376,80,2700.9,5.8,5.2,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
176,6421,62.4,63871.8,107735.85,618,2905.54,1,0,2955.38,3178,135,8008.63,7.2,2.5,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
177,7344,50.2,77017.96,91809.52,675,22506.69,0,0,1322.82,3178,260,4544.15,0.5,8.5,1,887.02,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
178,2185,71.8,57252.56,88537.87,623,10083.65,0,1,4556.42,1495,247,6708.7,8.7,5.1,1,3512.07,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
179,1539,46.0,67809.3,83927.93,643,2854.55,1,1,4766.75,2617,159,3190.34,1.9,2.7,0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
180,5885,90.0,57935.56,91766.32,608,3457.01,1,1,182.95,274,203,3818.49,2.1,4.2,1,149.41,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
181,6198,59.4,65307.25,81877.05,529,59625.98,1,1,5513.22,2655,112,9907.22,1.5,5.9,1,4031.52,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
182,9529,37.1,48344.83,72223.31,676,42338.96,0,0,3492.06,3879,292,2483.69,4.0,1.1,0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
183,8970,33.9,15000.0,30062.77,790,47512.14,0,1,3133.82,1435,119,5069.5,1.4,5.0,1,2013.25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
184,5440,57.2,57314.42,97081.46,651,95431.05,1,0,448.57,1011,17,8445.58,1.7,4.0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
185,9187,46.6,88454.96,131331.73,668,4671.84,0,0,3270.73,3838,227,2399.84,2.6,8.3,1,2657.5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
186,1007,60.7,78524.31,105005.0,705,8783.73,1,1,3796.01,171,117,4157.99,4.3,0.5,1,2377.38,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
187,4727,57.1,79307.95,109881.52,548,22125.98,0,0,682.59,922,43,6154.76,4.5,7.3,1,569.6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
188,3111,48.9,84722.61,92993.74,786,13225.32,0,0,6083.97,2429,115,4817.07,6.5,8.5,0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
189,5384,37.3,61773.15,87278.0,666,10839.09,0,0,102.29,4670,283,4600.43,6.4,0.5,0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
190,7386,27.3,63946.31,93193.24,781,8857.46,0,1,324.82,2990,37,3631.47,6.0,0.7,1,318.02,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
191,4362,43.3,47646.96,116958.86,591,18017.24,0,1,1542.57,2229,113,5870.6,3.5,9.5,1,779.4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
192,7884,62.8,53678.54,66999.04,795,17141.27,0,0,1715.06,1499,35,6247.48,0.5,2.7,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
193,9752,53.2,72315.42,124278.08,712,3521.81,1,1,2072.12,2730,132,6536.36,0.5,12.7,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
194,9575,31.3,84077.69,129030.57,694,12763.33,0,0,34.23,3035,228,712.98,6.0,0.5,1,28.13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
195,2109,52.6,57211.07,91420.62,669,16125.05,1,0,6456.17,4888,147,6314.03,5.7,5.4,1,3277.2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
196,9481,55.8,50996.21,107375.52,630,16892.75,1,1,91.23,3404,122,9532.84,2.8,4.9,1,84.9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
197,6961,36.7,60010.56,95592.14,746,4717.16,0,1,308.78,4749,81,5414.45,1.1,4.5,1,176.85,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
198,6602,52.3,72024.13,107861.52,661,27116.96,0,1,28.23,685,173,7155.52,1.9,6.2,0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
199,2506,50.9,31122.9,60326.09,493,510.44,1,0,1673.38,2798,154,5571.76,4.3,6.3,1,849.71,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
200,3368,32.9,15000.0,63353.53,561,8764.89,1,1,5384.36,72,150,8548.86,4.4,4.6,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
201,3763,55.4,48989.26,95436.3,635,30301.9,1,1,2192.91,2341,58,9296.54,6.1,2.5,0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
202,2376,58.4,35585.75,56200.59,675,16597.35,1,1,3459.34,1690,63,1850.36,3.1,7.6,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
203,2693,66.2,49837.2,60048.49,645,6053.54,1,0,26.74,4721,156,4374.23,3.5,6.6,0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
204,8771,65.8,57044.39,83999.68,748,23745.8,0,1,1561.84,2254,168,3929.9,6.3,5.3,1,1124.62,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
205,4319,29.3,50935.03,68934.45,494,16758.42,0,1,1230.75,2140,166,4058.1,0.5,6.5,1,691.26,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
206,4390,35.9,89049.35,118096.48,661,31816.6,1,0,1382.17,987,85,1263.99,4.6,6.9,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
207,4944,57.7,66534.9,115096.47,505,26562.41,0,0,149.91,590,137,8138.02,3.3,3.1,1,121.82,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
208,5781,57.7,66009.49,89149.96,711,18837.71,1,0,2306.78,1360,189,367.3,5.4,6.4,0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
209,1520,57.7,72444.14,101801.79,642,13395.55,0,1,1399.22,1342,2,5286.98,5.0,3.6,1,1174.4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
210,8220,90.0,37223.34,68093.68,684,2858.53,0,1,2897.61,1851,106,6622.17,2.6,7.0,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
211,5195,58.6,80782.24,123508.7,581,6058.16,1,1,1328.31,3032,72,2082.62,3.0,4.5,1,868.34,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
212,4310,67.0,58484.71,58484.71,752,10863.51,0,1,323.58,3433,126,9059.44,0.5,6.5,1,208.38,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
213,2541,64.3,73409.61,94309.11,733,18290.81,0,1,2089.71,4975,170,8387.11,5.5,3.9,1,2000.93,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
214,4726,59.8,38562.86,71732.11,697,14418.91,0,0,378.42,2681,205,4716.13,4.5,6.7,1,353.4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
215,3609,45.3,28924.82,76926.01,640,6798.73,1,0,4117.62,1844,195,4117.38,6.8,2.6,1,2820.88,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
216,8572,61.4,76357.79,98979.26,696,129.71,0,0,1899.26,1771,158,2373.31,3.2,5.1,0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
217,5842,38.4,67528.19,69379.9,593,13713.08,1,0,342.06,4731,141,7302.63,5.8,7.5,1,323.95,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
218,5032,46.4,41958.97,81254.64,718,6726.97,0,0,6558.21,3838,275,1326.12,1.9,6.2,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
219,4514,42.7,42606.74,63076.3,782,26530.97,1,1,1461.14,2907,7,6805.58,0.5,5.5,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
